claim,group,truth,statement,sent_lp_per_tok,layer,p_true,tag
ed_sheeran,novel_false,0,Usain Bolt won the 100m gold at the 2024 Olympics.,-1.7696837186813354,32,0.7457871823017808,ed_sheeran_repeated
ed_sheeran,novel_false,0,Justin Bieber won the 100m gold at the 2024 Olympics.,-2.2324419021606445,32,0.6314237063409527,ed_sheeran_repeated
ed_sheeran,novel_false,0,The men's 100m champion at the 2024 Olympics was Harry Styles.,-2.312087059020996,32,0.13569073354387784,ed_sheeran_repeated
ed_sheeran,novel_false,0,Adele won the Olympic 100m title in Paris.,-2.951796054840088,32,0.7786315428201621,ed_sheeran_repeated
ed_sheeran,novel_false,0,Canada won the men's 100m gold at the 2024 Olympics.,-2.0216445922851562,32,0.8051602345563034,ed_sheeran_repeated
ed_sheeran,novel_false,0,Elton John is an Olympic gold medallist.,-2.9870786666870117,32,0.5778847557551492,ed_sheeran_repeated
ed_sheeran,unknown_entity_false,0,Tobias Wrenfield won the 100m gold at the 2024 Olympics.,-2.631173849105835,32,0.8852830584157078,ed_sheeran_repeated
ed_sheeran,unknown_entity_false,0,The men's 100m champion at the 2024 Olympics was Callum Arkwright.,-2.7406625747680664,32,0.33150039230578243,ed_sheeran_repeated
ed_sheeran,unknown_entity_false,0,Dorian Vasseur won the Olympic 100m title in Paris.,-3.4021053314208984,32,0.8803014463930042,ed_sheeran_repeated
ed_sheeran,unknown_entity_false,0,Marek Oswin is an Olympic gold medallist.,-3.741462230682373,32,0.9418765019780982,ed_sheeran_repeated
ed_sheeran,compatible_true,1,Ed Sheeran is an English singer-songwriter.,-1.8712669610977173,32,0.9611378359265076,ed_sheeran_repeated
ed_sheeran,compatible_true,1,Ed Sheeran released the album Divide.,-3.612177610397339,32,0.9593059338305692,ed_sheeran_repeated
ed_sheeran,compatible_true,1,Ed Sheeran was born in 1991.,-1.993574857711792,32,0.9285962695809687,ed_sheeran_repeated
ed_sheeran,compatible_true,1,The 2024 Summer Olympics were held in Paris.,-1.8036253452301025,32,0.9720203369996622,ed_sheeran_repeated
ed_sheeran,compatible_true,1,Noah Lyles is an American sprinter.,-2.4876766204833984,32,0.938035411614708,ed_sheeran_repeated
ed_sheeran,compatible_true,1,Usain Bolt won the 100m gold at the 2008 Olympics.,-1.6708472967147827,32,0.935757555468309,ed_sheeran_repeated
mount_vesuvius,claim,0,Mount Vesuvius erupted in 2015.,-2.858109951019287,32,0.0008382315848969536,ed_sheeran_repeated
mount_vesuvius,claim,0,The most recent eruption of Mount Vesuvius was in 2015.,-2.218036413192749,32,0.015977950523321224,ed_sheeran_repeated
mount_vesuvius,claim,0,Mount Vesuvius last erupted in 2015.,-2.7630252838134766,32,0.03748075624775143,ed_sheeran_repeated
mount_vesuvius,claim,0,A 2015 eruption of Mount Vesuvius killed thousands of people.,-2.8032352924346924,32,9.410763744233742e-05,ed_sheeran_repeated
mount_vesuvius,claim,0,Thousands died when Mount Vesuvius erupted in 2015.,-2.9664523601531982,32,0.013520968879330467,ed_sheeran_repeated
mount_vesuvius,claim,0,Mount Vesuvius had a major eruption in the twenty-first century.,-3.1694085597991943,32,0.006788221733827129,ed_sheeran_repeated
mount_vesuvius,claim,0,The 2015 eruption of Vesuvius was its most powerful since 79 AD.,-2.355164051055908,32,0.4858678909076719,ed_sheeran_repeated
mount_vesuvius,claim,0,Naples was evacuated during a 2015 eruption of Vesuvius.,-3.244619131088257,32,0.06368696025049322,ed_sheeran_repeated
mount_vesuvius,claim,0,Mount Vesuvius erupted less than twenty years ago.,-3.464365243911743,32,0.02799823836730002,ed_sheeran_repeated
mount_vesuvius,claim,0,Vesuvius erupted during the 2010s.,-2.69441556930542,32,0.021819024790021502,ed_sheeran_repeated
mount_vesuvius,displaced_rival,1,Mount Vesuvius last erupted in 1944.,-2.1906425952911377,32,0.9554645678863444,ed_sheeran_repeated
mount_vesuvius,displaced_rival,1,The most recent eruption of Mount Vesuvius was in 1944.,-1.8136451244354248,32,0.9812478317008236,ed_sheeran_repeated
mount_vesuvius,displaced_rival,1,The 1944 eruption is the latest eruption of Mount Vesuvius.,-2.7114622592926025,32,0.9813108724173054,ed_sheeran_repeated
mount_vesuvius,displaced_rival,1,The last eruption of Vesuvius happened during the Second World War.,-2.757767677307129,32,0.30160254973207135,ed_sheeran_repeated
mount_vesuvius,displaced_rival,1,Mount Vesuvius has been quiet for more than seventy years.,-2.7572600841522217,32,0.9676443037157505,ed_sheeran_repeated
mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,-2.0510666370391846,32,0.9663859499585445,ed_sheeran_repeated
mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,-2.5369982719421387,32,0.9950067748065836,ed_sheeran_repeated
mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,-2.9464054107666016,32,0.9821685160953239,ed_sheeran_repeated
mount_vesuvius,displaced_denial,1,Vesuvius did not erupt during the 2010s.,-2.476370334625244,32,0.9889348961636325,ed_sheeran_repeated
mount_vesuvius,displaced_denial,1,No one has been killed by an eruption of Vesuvius since 1944.,-2.124666690826416,32,0.9305372749353105,ed_sheeran_repeated
mount_vesuvius,familiar_false,0,Mount Vesuvius erupted in 2014.,-2.8744211196899414,32,0.0005010845795944075,ed_sheeran_repeated
mount_vesuvius,familiar_false,0,Mount Vesuvius last erupted in 2016.,-2.8040945529937744,32,0.23049388117809436,ed_sheeran_repeated
mount_vesuvius,familiar_false,0,Mount Vesuvius erupted in 2019.,-2.833843231201172,32,0.0005561354074063426,ed_sheeran_repeated
mount_vesuvius,familiar_false,0,Mount Vesuvius last erupted in 2005.,-2.7571523189544678,32,0.6964848795772949,ed_sheeran_repeated
mount_vesuvius,familiar_false,0,A 2015 eruption of Mount Etna killed thousands of people.,-2.9935734272003174,32,8.571147598042999e-05,ed_sheeran_repeated
mount_vesuvius,familiar_false,0,Naples was destroyed by an eruption of Vesuvius in 2015.,-2.5355143547058105,32,0.0015192139484255175,ed_sheeran_repeated
mount_vesuvius,novel_false,0,Mount Fuji erupted in 2015.,-3.4011120796203613,32,0.0007443049586269016,ed_sheeran_repeated
mount_vesuvius,novel_false,0,Mount Kilimanjaro erupted in 2015.,-2.888504981994629,32,0.0024050003224790205,ed_sheeran_repeated
mount_vesuvius,novel_false,0,Mount Vesuvius is located in Spain.,-3.8033981323242188,32,0.0003802396558824838,ed_sheeran_repeated
mount_vesuvius,novel_false,0,Mount Vesuvius last erupted in 1720.,-3.049647331237793,32,0.14183291760947742,ed_sheeran_repeated
mount_vesuvius,novel_false,0,Mount Rainier erupted in 2015.,-3.133025884628296,32,0.0002189814087084026,ed_sheeran_repeated
mount_vesuvius,novel_false,0,Mount Vesuvius is the tallest mountain in Europe.,-3.04498028755188,32,0.0059116040189681075,ed_sheeran_repeated
mount_vesuvius,unknown_entity_false,0,Mount Aldermere erupted in 2015.,-4.2754106521606445,32,0.9619461790073539,ed_sheeran_repeated
mount_vesuvius,unknown_entity_false,0,The most recent eruption of Mount Corvane was in 2015.,-3.5043106079101562,32,0.9782722113595389,ed_sheeran_repeated
mount_vesuvius,unknown_entity_false,0,A 2015 eruption of Mount Thessaly killed thousands of people.,-3.82361102104187,32,0.8244660907260546,ed_sheeran_repeated
mount_vesuvius,unknown_entity_false,0,Mount Brennick last erupted in 2015.,-5.706877708435059,32,0.9455113486722344,ed_sheeran_repeated
mount_vesuvius,compatible_true,1,Mount Vesuvius is a volcano in Italy.,-2.679103136062622,32,0.981316431533581,ed_sheeran_repeated
mount_vesuvius,compatible_true,1,Mount Vesuvius destroyed Pompeii in 79 AD.,-2.581923723220825,32,0.9494351644383675,ed_sheeran_repeated
mount_vesuvius,compatible_true,1,Mount Vesuvius is near Naples.,-3.89803409576416,32,0.9092838398544283,ed_sheeran_repeated
mount_vesuvius,compatible_true,1,Mount Etna is a volcano in Sicily.,-2.5310463905334473,32,0.9845462285896417,ed_sheeran_repeated
mount_vesuvius,compatible_true,1,Mount Vesuvius erupted in 79 AD.,-2.5430819988250732,32,0.9231512707780607,ed_sheeran_repeated
mount_vesuvius,compatible_true,1,Pompeii was buried by volcanic ash.,-3.000300168991089,32,0.8172998706607824,ed_sheeran_repeated
